#chr	start	end	name	WT_DNAse_ZT02	WT_DNAse_ZT06	WT_DNAse_ZT10	WT_DNAse_ZT14	WT_DNAse_ZT18	WT_DNAse_ZT22	WT_DNAse_ZT26	WT_DNAse_ZTALL	WT_H3K27ac_ZT02	WT_H3K27ac_ZT06	WT_H3K27ac_ZT10	WT_H3K27ac_ZT14	WT_H3K27ac_ZT18	WT_H3K27ac_ZT22	WT_H3K27ac_ZT26	WT_H3K4me3_ZT02	WT_H3K4me3_ZT06	WT_H3K4me3_ZT10	WT_H3K4me3_ZT14	WT_H3K4me3_ZT18	WT_H3K4me3_ZT22	WT_H3K4me3_ZT26	WT_Pol2_ZT02	WT_Pol2_ZT06	WT_Pol2_ZT10	WT_Pol2_ZT14	WT_Pol2_ZT18	WT_Pol2_ZT22	WT_Pol2_ZT26
chr7	53129518	53129617		1.0	1.36	1.99	1.63	0.91	2.16	1.88	1.49	235.09	331.06	493.19	471.01	362.2	316.89	370.05	398.28	406.75	273.19	353.99	267.32	197.58	487.78	38.51	147.68	42.77	95.13	71.26	76.96	32.7
chr7	53129618	53129717		0.18	0.84	0.88	1.07	1.26	1.98	2.06	1.09	204.64	211.54	367.32	263.07	285.92	283.76	325.89	105.79	268.36	324.62	411.01	279.21	109.36	323.64	101.71	91.32	29.1	72.57	90.98	64.7	74.49
chr7	53129718	53129817		0.77	0.6	0.68	0.75	1.19	1.56	1.38	0.83	374.46	127.66	236.01	154.34	143.38	294.14	173.52	56.69	210.97	281.55	215.26	90.2	124.1	169.94	118.98	81.83	22.2	81.03	51.96	68.98	88.36
chr7	53129818	53129917		0.65	0.36	0.63	0.56	0.56	0.36	0.8	0.52	196.59	161.68	129.69	125.65	130.83	138.88	127.48	245.51	201.13	104.93	132.83	77.49	126.43	35.38	45.86	34.26	51.85	36.52	99.42	94.85	24.71
chr7	53129918	53130017		0.77	0.32	0.39	0.25	0.42	0.66	0.32	0.31	46.93	121.74	85.1	101.86	105.58	87.05	51.75	115.23	102.81	106.84	52.24	5.74	23.11	51.62	65.85	37.61	58.83	26.52	71.05	40.56	27.72
chr7	53130018	53130117		0.24	0.84	0.74	0.7	0.35	0.72	0.12	0.54	28.15	144.79	127.11	108.38	96.47	118.07	64.2	22.95	40.81	0	41.4	43.46	34.72	56.26	30.69	38.34	37.6	13.92	24.74	47.14	37.99
chr7	53130118	53130217		0.54	1.08	0.4	0.36	0.98	0.78	0.88	0.7	136.04	41.34	76.1	93.42	51.28	115.65	100.43	0	26.95	39.68	50.31	50.02	7.28	33.64	33.66	39.21	37.06	44.37	50.49	53.08	37.59
chr7	53130218	53130317		0.3	0.52	0.83	0.31	0.77	0.24	0.87	0.61	50.83	61.47	49.84	94.53	81.56	98.16	123.52	63.75	88.17	104.42	64.81	11.89	120.03	72.5	19.91	49.77	56.21	115.74	59.11	59.93	105.73
chr7	53130318	53130417		1.08	0.64	0.44	0.69	2.37	0.36	0.62	0.82	5.52	51.36	65.1	67.32	113.5	90.17	45.37	0	0	0	91.42	106.6	5.04	140.94	88.5	67.41	115.37	71.61	84.09	83.38	132.71
chr7	53130418	53130517		0.24	0.6	0.3	1.95	1.25	0.3	1.63	0.98	40.37	80.02	48.16	63.28	89.71	33.05	47.7	0	57.75	0	87.03	73.8	42.0	35.96	107.02	51.05	165.49	89.85	175.12	101.24	96.63
chr7	53130518	53130617		1.01	0.52	1.15	0.64	1.05	0.6	1.13	0.81	65.5	77.1	62.04	32.85	71.79	51.47	65.43	35.7	41.01	19.84	44.08	84.87	18.48	17.98	23.32	84.94	15.85	87.06	156.26	50.24	25.79
chr7	53130618	53130717		0.47	0.4	0.3	0.56	0.84	0.24	0.31	0.42	46.31	39.29	45.09	10.56	64.19	36.61	44.58	27.2	85.88	27.52	17.48	11.48	44.28	0	52.79	74.62	23.39	41.79	51.12	62.82	69.49
chr7	53130718	53130817		0.42	0.32	0.4	0.25	0.28	0.18	0.42	0.31	17.06	6.38	28.94	17.99	18.59	14.39	43.51	0	44.66	32.0	18.4	0	62.0	0	7.01	33.59	21.42	24.96	30.64	48.19	32.22
chr7	53130818	53130917		0.24	0.48	0.24	0.13	0.07	0	0.12	0.22	0	10.16	5.08	19.65	19.12	19.92	25.42	0	0	15.36	0	0	0	0	6.18	4.38	11.62	24.96	18.34	9.0	7.78
chr7	53130918	53131017		0.24	0.2	0.44	0.06	0.42	0.42	0.12	0.23	57.27	32.8	45.19	41.87	33.76	49.46	67.6	49.3	0	48.0	11.04	0	40.32	62.64	79.53	49.57	46.63	31.64	58.83	30.93	54.43
chr7	53131018	53131117		1.7	0.52	1.16	1.06	1.25	0	1.01	0.92	85.86	58.14	63.37	42.85	44.25	48.08	73.47	13.6	0	0	71.27	0	31.36	92.8	101.28	147.82	99.71	116.47	98.61	84.45	139.66
chr7	53131118	53131217		1.42	0.36	1.22	0.25	0.98	0.78	1.55	0.78	114.69	38.65	77.62	48.17	68.83	72.56	86.73	0	0	45.44	62.28	66.01	53.24	31.32	99.07	233.14	271.65	171.02	81.73	202.29	96.98
chr7	53131218	53131317		1.13	0.36	1.06	0.38	0.42	0.6	1.07	0.61	39.69	10.15	58.58	40.74	75.63	44.18	48.27	54.4	0	1.92	0	30.34	58.86	71.92	82.28	80.89	96.03	92.07	58.62	94.24	57.28
chr7	53131318	53131417		0.64	0.52	0.39	0.25	0.35	0.24	0.43	0.37	96.49	21.0	76.0	32.14	67.56	42.45	46.6	8.5	0	27.52	0	92.66	61.71	43.5	97.85	62.18	43.65	51.42	75.03	49.41	127.4
chr7	53131418	53131517		0.12	0.16	0	0.06	0.49	0.36	0.12	0.14	39.23	19.53	29.95	16.98	9.84	33.04	23.6	0	50.87	19.84	0	22.55	28.56	0	56.56	25.31	25.35	27.94	52.69	54.84	51.09
chr7	53131518	53131617		0	0.08	0.14	0.12	0.07	0	0.13	0.1	9.78	10.6	19.34	5.04	24.64	27.64	11.98	0	65.58	0	27.6	77.9	17.36	0	29.76	33.64	18.56	18.48	40.54	24.57	45.06
chr7	53131618	53131717		0.06	0.24	0.35	0.12	0.07	0	0.3	0.21	3.36	11.98	20.72	27.12	9.68	35.57	10.38	0	54.67	0	8.28	0	0	0	24.28	38.54	7.17	27.83	23.76	21.42	8.95
chr7	53131718	53131817		0.18	0.56	0.49	0.62	0.14	0	0.06	0.38	5.76	15.08	9.69	11.48	11.84	36.42	27.28	0	50.82	49.92	0	0	0	0	37.38	15.42	64.33	42.56	32.43	57.33	20.8
chr7	53131818	53131917		0.18	0.2	0.68	0.32	0.84	0	0.37	0.43	14.88	15.86	44.59	28.21	27.96	44.3	26.08	0	6.16	45.44	1.84	0	0	84.68	135.24	45.91	91.46	41.88	44.0	70.04	120.19
chr7	53131918	53132017		0.41	0.52	0.4	0.31	0.28	0.12	0.31	0.35	55.0	19.43	39.98	25.01	36.21	15.91	33.17	0	0	0	48.83	0	0	77.72	130.76	65.41	60.19	17.04	34.77	24.14	107.63
chr7	53132018	53132117		0.12	0.12	0.1	0	0.07	0	0.13	0.08	75.52	45.34	12.21	17.53	1.2	32.82	4.73	0	0	0	29.9	0	20.16	10.44	100.99	57.72	44.24	21.18	80.86	32.64	50.57
chr7	53132118	53132217		0.3	0.04	0.15	0.38	0.56	0.12	0.38	0.24	18.64	37.74	22.65	22.41	17.61	36.74	21.5	63.75	0	0	27.14	0	21.28	68.44	93.65	106.68	76.16	87.91	164.97	132.67	108.13
chr7	53132218	53132317		0.66	0.56	0.64	0.37	0.77	0.12	0.56	0.53	62.32	68.68	43.16	42.78	49.5	64.48	35.2	0	0	0	47.51	41.41	0	51.62	110.02	96.22	104.66	226.24	110.14	115.7	170.55
chr7	53132318	53132417		0.65	0.4	0.59	0.57	0.84	1.2	0.42	0.5	21.4	11.43	33.34	25.96	24.64	34.17	52.61	0	24.64	0	48.36	93.48	0	8.7	111.56	97.62	150.06	139.79	85.6	94.35	149.43
chr7	53132418	53132517		1.19	0.48	0.45	0.7	0.49	1.08	0.76	0.52	55.52	47.01	36.88	30.56	40.56	34.89	49.57	0	65.45	144.75	12.42	89.38	3.36	24.94	130.37	59.08	107.19	192.05	115.08	148.02	150.5
chr7	53132518	53132617		1.06	0.64	1.02	1.08	1.12	2.29	1.0	0.88	15.22	44.75	91.02	42.32	36.57	69.95	31.61	0	23.87	0	0	29.11	38.08	41.76	227.01	142.94	252.79	201.01	141.73	328.73	291.34
chr7	53132618	53132717		1.01	0.56	0.89	1.13	1.82	1.8	2.2	1.12	15.81	23.2	72.24	72.59	50.18	76.01	83.96	43.35	0	0	23.0	81.18	23.52	25.52	195.89	174.81	182.31	266.92	150.18	300.78	149.67
chr7	53132718	53132817		1.12	0.56	1.8	0.37	1.4	0.24	1.38	1.06	11.82	35.75	41.53	62.38	47.75	59.11	53.47	19.55	57.75	0	25.76	18.04	60.16	56.26	237.91	131.58	184.0	195.15	141.73	273.43	149.17
chr7	53132818	53132917		0.41	0.28	0.59	0.24	1.05	0.18	1.2	0.58	17.74	11.3	22.84	14.77	30.36	29.69	20.29	52.7	0	0	23.0	32.39	42.0	23.2	126.91	99.85	141.54	63.87	103.44	120.0	87.4
chr7	53132918	53133017		0.3	0.44	0.25	0.19	0.35	0.18	0.24	0.28	35.67	51.5	18.71	21.33	8.32	10.87	29.83	10.2	0	0	30.82	0	0	18.56	47.25	39.14	55.11	61.23	42.07	58.89	42.21
chr7	53133018	53133117		0.79	0.44	0.2	1.08	0.63	0.6	0.37	0.48	12.89	30.96	31.59	39.98	45.84	32.3	64.72	0	0	0	5.06	46.74	43.12	26.68	45.7	89.45	70.17	69.33	69.76	96.8	94.63
chr7	53133118	53133217		0.3	0.24	0.88	0.74	0.62	0.66	0.87	0.59	13.32	40.06	37.91	36.69	72.34	50.33	49.04	0	94.43	0	41.35	100.45	71.97	40.6	77.28	52.72	143.77	118.83	105.39	114.06	197.98
chr7	53133218	53133317		1.26	0.4	0.49	1.13	0.35	0.3	0.63	0.54	58.44	62.52	60.02	33.87	42.83	16.05	34.56	47.6	20.03	0	67.53	54.12	49.84	0	88.57	79.22	152.12	138.54	111.61	99.16	179.8
chr7	53133318	53133417		0.12	0.36	0.44	0.8	0.77	0.72	0.5	0.5	9.4	50.59	61.04	35.33	42.56	25.72	47.7	79.05	0	59.59	0	43.05	28.0	7.54	50.01	71.43	82.73	116.4	88.38	110.83	83.99
chr7	53133418	53133517		0.12	0.84	0.62	0.12	0.21	0.12	0.31	0.46	0	3.6	47.5	32.08	21.84	2.8	11.3	0	0	35.84	0	12.3	95.91	35.38	67.73	28.87	54.23	41.13	62.7	78.44	89.77
chr7	53133518	53133617		0.36	0.16	0.2	0	0.07	0.06	0.13	0.11	19.24	18.75	15.61	8.12	2.4	4.27	1.04	0	0	0	0	0	2.8	0	15.42	4.8	28.9	26.34	20.06	34.49	21.15
chr7	53133618	53133717		0	0.24	0	0.12	0	0.06	0.06	0.09	5.72	12.25	4.03	6.23	0	7.14	2.24	0	0	0	0	0	0	0	8.1	9.68	5.55	5.76	19.22	4.05	4.15
chr7	53133718	53133817		0.18	0.76	0.44	0.26	0.21	0.24	0.06	0.37	2.34	34.68	1.43	18.67	7.2	18.08	7.28	0	0	0	0	0	0	8.7	147.56	57.08	36.67	46.09	53.95	42.73	31.39
chr7	53133818	53133917		0.3	0.4	0.19	0.13	0.14	1.02	0.24	0.23	13.5	27.38	50.74	17.71	12.8	38.39	21.62	0	33.88	73.34	0	0	39.76	34.22	145.07	104.14	73.65	67.35	101.57	126.32	131.61
chr7	53133918	53134017		0.82	0.96	0.5	0.49	0.49	0.96	0.62	0.59	48.7	42.42	69.82	51.53	32.63	34.77	43.81	0	28.49	70.51	0	0	1.68	19.14	130.66	118.93	121.27	216.97	270.42	173.28	172.32
chr7	53134018	53134117		0.77	0.84	0.72	0.5	0.77	0.72	0.56	0.66	118.8	37.19	35.47	67.63	58.8	90.24	66.93	0	116.83	0	0	22.96	14.06	31.32	207.83	146.75	237.15	257.26	243.49	265.78	189.07
chr7	53134118	53134217		1.47	1.0	1.37	0.82	1.19	2.28	0.69	0.98	57.09	24.36	80.91	54.89	67.47	80.67	58.75	62.05	50.05	0	0	9.02	113.95	49.88	245.74	158.81	176.29	242.05	221.19	253.42	266.25
chr7	53134218	53134317		1.01	0.64	1.17	1.51	1.33	0.84	1.13	1.03	35.28	26.35	49.27	117.53	105.0	40.04	109.02	0.85	0	117.22	22.08	60.46	71.97	71.92	449.61	204.24	293.38	164.21	223.3	277.79	237.54
chr7	53134318	53134417		1.29	1.32	0.78	1.32	0.91	0.36	0.8	1.0	0	8.02	35.35	51.63	73.71	51.16	46.91	0	0	25.6	13.8	20.5	35.28	0	293.01	155.76	179.24	184.16	132.83	147.62	189.76
chr7	53134418	53134517		0.83	0.48	0.4	0.82	0.35	0.84	0.37	0.45	0	18.06	25.06	25.62	33.08	23.09	26.71	67.05	0	36.73	35.88	0	56.66	111.94	118.88	108.47	168.81	142.77	109.89	107.67	98.4
chr7	53134518	53134617		0.36	0.44	0.2	0.06	0	0.66	0.12	0.19	0	18.0	22.84	13.23	6.08	9.74	21.08	58.6	0	58.66	0	56.99	0	40.02	134.88	30.36	40.27	58.59	41.59	54.43	53.82
chr7	53134618	53134717		0.15	0.28	0	0.37	0.07	0.72	0.3	0.19	38.91	3.87	13.06	5.25	6.8	0	29.7	0	0	0	0	7.38	0	51.62	73.52	50.57	38.52	35.66	29.04	37.84	41.95
chr7	53134718	53134817		0.18	0.54	0.15	0.36	0.56	0.18	0.3	0.36	61.7	10.2	45.44	25.04	34.5	22.67	33.65	0	46.97	23.04	0	0	32.48	54.52	119.1	83.1	89.79	42.9	49.22	91.71	71.48
chr7	53134818	53134917		0.36	0.52	0.25	0.44	0.63	0.54	1.0	0.5	22.63	32.54	46.43	38.14	42.84	48.86	42.4	0	67.81	0.64	7.82	30.34	8.96	41.76	100.58	122.92	79.87	72.02	91.44	78.56	91.2
chr7	53134918	53135017		0.41	1.32	0.77	0.62	0.35	0.54	0.37	0.72	27.75	45.52	63.11	71.49	87.15	70.24	102.37	0	0	0	33.58	1.64	0	44.66	236.17	89.52	57.9	98.62	81.46	159.14	146.02
chr7	53135018	53135117		0.6	0.6	1.46	0.37	0.63	0.3	0.44	0.69	9.61	50.02	52.97	47.82	57.3	39.9	64.14	0	0	0	60.58	51.33	0	0	82.42	40.65	49.75	117.23	66.22	132.1	87.54
chr7	53135118	53135217		0.18	0.6	0.39	0.26	0.21	0.36	0.44	0.38	8.44	25.51	31.18	60.35	25.92	31.44	42.93	0	0	0	5.98	59.35	0	0	54.15	46.47	55.91	35.57	55.03	62.92	48.39
chr7	53135218	53135317		0.24	0.72	0.53	0.25	0.56	0.18	0.24	0.45	37.0	73.93	3.76	55.8	10.4	30.94	72.31	0	46.97	0	36.34	1.64	42.0	0	89.83	42.55	129.55	95.19	21.38	70.24	85.74
chr7	53135318	53135417		0.18	0.56	0.39	0.56	0.56	0.54	0.76	0.51	48.86	16.47	22.59	63.99	22.8	23.0	45.88	0	10.01	0	0	12.3	0	0	59.52	65.05	60.86	95.1	56.66	44.58	74.94
chr7	53135418	53135517		0.36	0.6	0.2	0.18	0.14	0.6	0.5	0.32	11.36	53.55	39.93	24.53	25.12	29.2	29.07	0	0	0	16.56	52.07	0	50.46	30.72	26.65	33.06	59.7	67.54	26.82	43.17
chr7	53135518	53135617		0.42	0.32	0.59	0.19	0.56	0.54	0.44	0.38	67.58	38.52	24.17	27.71	41.47	15.12	15.7	0	0	21.76	29.9	0	0	64.96	35.38	29.29	45.71	53.95	67.55	69.59	29.35
chr7	53135618	53135717		0.48	0.8	0.49	0.24	0.35	0.42	0.67	0.51	57.63	64.61	15.86	33.28	38.13	31.58	31.46	0	19.25	109.51	43.7	0	0	22.04	60.99	87.3	129.12	101.76	125.98	129.95	104.57
chr7	53135718	53135817		0.24	0.2	0.4	0.7	0.28	0.42	0.43	0.35	26.87	38.9	41.09	59.16	30.55	47.68	30.76	0	37.73	98.46	17.48	14.35	0	77.72	94.42	68.84	124.98	147.97	149.7	78.19	121.53
chr7	53135818	53135917		1.05	0.6	0.64	0.44	0.98	0.48	0.62	0.6	14.61	20.78	78.01	64.51	50.95	66.72	69.65	63.75	73.17	57.6	36.34	33.62	0	0.58	126.22	82.23	314.02	152.38	172.74	122.47	126.01
chr7	53135918	53136017		2.05	0.64	1.49	0.87	0.91	1.5	0.93	0.91	28.31	27.89	62.58	93.47	52.59	56.48	35.73	31.45	99.63	0	0	56.17	42.0	85.84	237.23	119.59	241.97	186.96	188.8	190.47	173.26
chr7	53136018	53136117		0.59	0.64	0.1	0.38	0.49	0.9	0.7	0.42	39.16	65.86	52.31	74.28	47.54	29.24	52.68	31.45	94.17	47.36	36.34	23.78	34.16	21.46	325.14	101.05	170.82	127.19	182.48	193.21	167.78
chr7	53136118	53136217		0.66	0.48	0.25	0.5	0.56	0.24	0.56	0.42	29.55	26.7	55.42	32.47	31.36	14.79	44.23	0	19.25	0	0	0	7.28	64.96	133.84	69.93	146.45	49.74	138.65	154.51	122.51
chr7	53136218	53136317		0.83	0.36	0.29	0.06	0.21	0	0.31	0.24	28.42	34.08	43.34	31.14	20.08	46.78	18.91	0	9.24	0	0	0	21.31	0	160.67	78.48	109.54	94.77	104.14	123.33	186.13
chr7	53136318	53136417		0.71	0.16	0.25	0.26	0.28	0.48	0.31	0.22	37.29	103.64	79.92	37.75	37.11	58.77	53.44	0	47.74	0	23.92	0	61.99	38.86	240.4	134.49	160.46	142.05	155.04	162.23	216.51
chr7	53136418	53136517		0.65	0.32	0.35	0.25	0.42	0.06	0.31	0.3	52.83	54.61	40.69	39.7	22.8	34.5	46.73	0	0	69.57	11.96	76.67	0	87.58	181.17	114.53	162.68	93.24	107.74	94.96	200.99
chr7	53136518	53136617		0.88	0.4	0.44	0.57	0.35	0.66	0.69	0.45	48.07	66.07	19.15	35.5	33.61	18.38	37.8	42.5	43.89	25.71	36.34	60.68	0	46.4	160.11	93.74	145.61	117.75	61.41	116.29	116.77
chr7	53136618	53136717		1.78	0.16	0.53	1.5	1.26	1.5	1.11	0.77	56.89	18.32	33.17	48.94	17.9	35.71	44.87	68.85	60.83	0	0	45.51	0	0	191.39	184.37	100.16	185.98	90.55	149.82	160.85
chr7	53136718	53136817		1.53	0.68	0.84	0.71	0.77	0.84	1.31	0.78	35.28	20.84	60.19	60.35	12.16	34.04	63.87	14.45	13.09	0	0.46	52.89	14.56	42.34	156.07	59.52	114.85	164.38	100.69	118.64	165.06
chr7	53136818	53136917		1.42	0.44	1.32	1.2	1.19	1.86	1.61	1.04	12.82	14.36	47.08	59.37	56.14	78.39	46.03	0	53.13	0	85.78	85.28	26.88	0.58	127.71	44.51	158.64	211.37	91.21	117.57	115.38
chr7	53136918	53137017		0.83	0.48	1.39	0.06	0.91	0.48	0.92	0.7	24.97	55.76	73.71	74.33	103.05	65.57	46.41	0	0	0	169.19	46.33	38.95	43.5	61.06	105.97	181.68	209.05	88.46	104.07	146.4
chr7	53137018	53137117		0.66	0.56	0.93	0.32	0.28	0.48	1.14	0.63	92.57	20.49	83.67	31.53	47.99	12.18	43.79	0	0	0	106.68	18.04	50.2	40.6	92.31	41.12	59.16	136.47	105.53	83.53	51.03
chr7	53137118	53137217		0.48	0.2	0.64	0.57	0.07	0.36	0.26	0.32	12.38	13.13	59.98	51.18	44.12	7.56	62.43	0	0	48.0	1.38	0	35.84	2.32	63.8	33.31	51.48	82.39	66.21	42.2	73.21
chr7	53137218	53137317		0.18	0.24	0.25	0.32	0.28	0.48	0.06	0.21	24.32	21.01	29.54	16.53	15.76	3.26	16.58	0	0	48.0	0	0	0	34.22	2.35	65.83	58.24	73.25	29.06	12.16	18.78
chr7	53137318	53137417		0.65	0.38	0.39	0.38	0.28	0	0.83	0.41	22.11	21.22	20.24	5.39	7.04	7.65	15.57	0	0	0	0	11.48	0	51.62	9.37	54.74	4.66	6.81	10.7	12.87	14.59
chr7	53137418	53137517		0.39	0.35	0.3	0.12	0.27	0.12	0.34	0.29	141.37	21.41	27.54	29.77	8.24	26.38	37.93	0	0	30.17	52.45	20.5	65.54	18.85	33.17	30.57	57.74	73.15	20.87	68.65	17.23
chr7	53137518	53137617		0.66	0.36	0.34	0.38	0.91	0.18	0.5	0.43	82.17	72.69	30.16	65.73	29.68	31.87	43.12	0	0	113.29	32.08	10.66	39.36	47.85	126.57	36.86	147.38	64.23	63.3	130.38	71.4
chr7	53137618	53137717		0.53	0.36	0.45	0.95	1.4	0	1.0	0.7	6.9	28.71	66.13	87.37	25.84	26.67	44.76	13.6	33.11	0	69.93	88.56	42.0	40.6	149.01	77.09	217.74	70.59	56.29	147.92	122.57
chr7	53137718	53137817		0.71	0.76	0.92	0.12	0.14	0.42	1.39	0.67	28.53	64.96	45.41	92.56	67.39	68.82	35.19	49.3	81.16	26.24	61.99	46.74	42.0	0	97.76	117.46	182.87	119.05	84.07	102.96	106.17
chr7	53137818	53137917		1.01	0.56	1.12	0.5	1.26	0.06	0.81	0.79	0.72	96.96	43.24	62.24	47.29	68.24	47.33	0	57.75	30.08	12.88	23.78	0	0	144.31	135.55	166.64	131.32	132.05	105.74	142.13
chr7	53137918	53138017		0.78	0.88	1.02	0.44	0.7	0	0.31	0.66	58.25	20.98	47.33	50.28	31.08	37.43	35.97	0	0	38.4	5.52	156.21	37.52	0	172.45	88.74	169.26	45.19	123.55	56.71	91.84
chr7	53138018	53138117		0.72	0.24	0.54	0.96	0.56	0	0.56	0.51	54.73	87.68	26.83	73.16	20.09	32.07	46.33	0	0	0	30.36	59.04	3.92	0	134.55	73.76	133.9	77.67	110.07	57.76	88.85
chr7	53138118	53138217		1.6	0.64	0.83	0.89	0.63	1.45	0.77	0.69	33.72	95.42	26.02	62.1	87.07	58.16	51.47	0	53.9	0	34.29	0	0	52.78	106.67	89.12	124.48	127.73	126.65	122.17	128.14
chr7	53138218	53138317		0.3	0.6	0.2	1.4	0.84	0.9	1.7	0.82	24.94	65.1	45.84	44.95	49.11	64.32	85.05	0	3.08	96.5	52.27	24.19	0	53.94	120.62	153.87	114.19	144.12	150.0	144.34	226.55
chr7	53138318	53138417		0.48	0.72	0.74	0.57	1.05	1.2	0.74	0.69	36.09	34.88	80.52	51.46	79.41	72.8	52.33	63.75	51.62	46.32	98.59	66.01	66.06	22.62	102.12	101.06	162.41	185.39	183.38	203.87	214.02
chr7	53138418	53138517		0.76	0.48	0.53	0.5	0.84	0.54	0.44	0.5	250.24	18.06	66.2	24.69	111.96	92.7	38.07	0	119.87	42.24	31.47	38.13	81.19	0	101.64	109.3	158.69	150.57	87.21	140.58	153.26
chr7	53138518	53138617		0.36	0.12	0.29	0.19	0.21	0.66	0.37	0.21	167.3	9.17	31.71	13.16	40.48	22.34	10.36	0	57.3	5.12	0	0	60.0	0	70.39	83.4	56.46	92.25	30.45	67.11	91.66
chr7	53138618	53138717		0.47	0.16	0.1	0.31	0.14	0.48	0.43	0.2	48.82	28.55	18.96	12.32	17.52	13.51	34.64	0	51.59	0	0	0	11.2	20.3	83.18	49.52	11.77	51.79	72.9	57.62	112.28
chr7	53138718	53138817		0.06	0.48	0.14	0.31	0	0.9	0.36	0.26	131.97	6.65	57.12	39.88	27.4	22.24	71.62	0	5.39	48.0	27.14	0	31.36	22.62	106.26	64.56	64.67	60.7	98.18	92.54	95.35
chr7	53138818	53138917		0.94	0.28	0.1	0.44	0.49	0	0.81	0.36	55.21	4.26	41.78	31.83	36.89	20.11	78.28	5.95	0	0	8.74	2.87	0	41.76	94.17	79.32	73.92	39.35	63.14	64.99	69.36
chr7	53138918	53139017		0.41	0.64	0.15	0.24	0.28	0.06	0.25	0.31	60.9	33.94	24.73	9.38	4.48	31.16	41.16	56.95	20.79	39.04	23.92	33.62	0	63.8	49.59	49.63	114.95	51.84	48.84	36.31	29.11
chr7	53139018	53139117		0.12	0.56	0.35	0.31	0.21	0.42	0.18	0.33	21.1	32.22	38.48	32.13	13.92	31.11	53.14	0	52.36	17.92	11.96	34.44	0	63.22	118.7	58.17	92.91	60.11	92.41	98.8	55.02
chr7	53139118	53139217		0.48	0.52	0.63	0.06	0.28	0.24	0.67	0.42	11.83	21.14	30.98	31.36	30.72	15.94	36.63	0	40.81	91.96	0	55.35	25.2	17.4	109.29	50.22	59.3	92.97	87.7	65.99	97.73
chr7	53139218	53139317		0.36	0.24	0.49	0.06	0.63	0.06	0.99	0.42	25.82	44.19	57.75	37.88	43.79	13.33	51.0	0	0	41.6	0	10.66	16.24	28.42	113.03	101.17	90.5	108.66	139.21	86.72	133.24
chr7	53139318	53139417		0.78	0.8	0.35	0.69	0.56	0.36	0.42	0.54	31.49	33.76	18.74	43.97	26.56	20.75	22.37	0	41.58	14.72	11.96	51.66	0	0	102.41	136.69	173.22	104.58	139.45	80.68	102.95
chr7	53139418	53139517		1.24	0.64	0.5	0.44	0.63	0.36	0.38	0.48	23.5	32.27	41.89	38.02	48.26	45.98	36.02	63.75	63.14	61.44	23.92	3.28	25.76	43.5	192.32	69.01	113.04	200.33	149.25	108.67	178.77
chr7	53139518	53139617		0.36	1.0	0.78	0.69	0.28	0.24	0.25	0.63	105.13	44.75	59.48	57.13	72.21	72.75	37.45	0	13.09	18.56	36.34	63.55	57.77	0	82.63	72.01	63.32	127.31	107.63	65.1	95.74
chr7	53139618	53139717		0.36	0.48	0.24	0.12	0.07	0.24	0.12	0.22	60.51	53.16	38.18	17.84	35.23	35.63	23.6	63.75	53.13	0	0	32.39	0	0	79.76	46.39	53.51	63.78	54.03	70.24	57.73
chr7	53139718	53139817		0.48	0.52	0.25	0.31	0.14	0.48	0.19	0.28	40.33	76.92	22.47	13.46	29.91	17.48	30.81	0	43.89	36.48	0	31.57	0	0	120.83	114.98	62.27	93.84	77.93	104.04	100.96
chr7	53139818	53139917		0.36	0.24	0.3	0.18	0.77	0.42	0.62	0.36	38.88	30.07	37.59	34.09	29.05	30.39	50.27	0	13.09	10.88	63.89	23.37	0	0	131.55	126.71	97.12	136.32	136.15	121.52	101.74
chr7	53139918	53140017		1.07	0.4	0.63	0.62	0.35	0.54	0.63	0.49	5.76	4.52	45.7	18.76	26.54	20.82	53.63	0	0	0	44.85	9.02	0	0	113.51	160.55	101.27	125.0	131.54	146.35	55.53
chr7	53140018	53140117		0.66	0.52	0.44	0.88	0.28	0.78	0.31	0.47	42.63	106.23	41.52	34.18	51.42	34.97	53.13	0	0	17.92	0	0	42.0	0	185.77	120.5	181.86	137.43	168.19	203.82	218.74
chr7	53140118	53140217		0.59	0.8	1.07	0.69	0.63	0.6	0.36	0.7	149.49	128.87	32.32	59.73	59.4	52.3	53.5	0	0	29.44	36.34	0	68.71	0	310.27	146.09	143.59	156.14	257.09	190.73	346.24
chr7	53140218	53140317		0.6	0.56	0.69	0.69	0.49	0.36	0.37	0.53	58.09	46.36	76.32	43.78	84.11	40.41	59.88	0	57.93	0	36.34	61.5	99.22	33.06	199.68	97.65	82.38	162.22	176.6	159.62	168.04
chr7	53140318	53140417		0.6	0.68	0.6	0.45	0.42	0.36	0.49	0.51	35.18	55.38	50.42	30.26	57.19	73.48	52.71	0	113.75	83.19	4.6	34.44	0	10.44	245.56	168.91	133.76	148.16	150.14	135.71	126.23
chr7	53140418	53140517		0.3	0.44	0.39	0.19	0.21	1.5	0.3	0.3	77.08	30.05	21.73	23.72	62.35	67.74	56.48	0	0	108.98	31.28	5.33	14.56	75.98	279.59	199.18	121.1	154.88	156.36	179.78	178.73
chr7	53140518	53140617		0.6	0.44	0.54	0.76	0.42	1.68	0.56	0.49	105.78	14.29	36.83	22.96	36.77	35.23	31.07	39.95	57.75	0	0	51.66	62.85	9.28	187.22	107.99	84.09	81.87	153.96	75.61	125.83
